,Water_site,Year,Month,Weather_station,Rank,Monthly_Rainfall,Avg_temp,Avg_Nitrate,Warning_level,Change,Future_Nitrate,Future_Warning,latitude.x,longitude.x,Region,,Region2
761,East Nishnabotna River near Shenandoah,2025,5,"SHENANDOAH, IA US",1,2.14,73.16129032,5.3,Safe,-0.4,4.9,Safe,40.7856731,-95.3848908,MOP,TRUE,MOA
762,East Nishnabotna River near Shenandoah,2025,6,"SHENANDOAH, IA US",1,5.63,84.73333333,4.9,Safe,1.3,6.2,Safe,40.7856731,-95.3848908,MOP,TRUE,MOA
763,East Nishnabotna River near Shenandoah,2025,7,"SHENANDOAH, IA US",1,5.15,86.41935484,6.2,Safe,-0.2,6,Safe,40.7856731,-95.3848908,MOP,TRUE,MOA
764,East Nishnabotna River near Shenandoah,2025,8,"SHENANDOAH, IA US",1,2.74,83.32258065,6,Safe,-1.6,4.4,Safe,40.7856731,-95.3848908,MOP,TRUE,MOA
765,East Nishnabotna River near Shenandoah,2025,9,"SHENANDOAH, IA US",1,3.66,80.5,4.4,Safe,-1.8,2.6,Safe,40.7856731,-95.3848908,MOP,TRUE,MOA
766,East Nishnabotna River near Shenandoah,2025,10,"SHENANDOAH, IA US",1,3.77,71,2.6,Safe,0.8,3.4,Safe,40.7856731,-95.3848908,MOP,TRUE,MOA
767,East Nishnabotna River near Shenandoah,2025,11,"SHENANDOAH, IA US",1,0.56,53.44827586,3.4,Safe,1.2,4.6,Safe,40.7856731,-95.3848908,MOP,TRUE,MOA
768,East Nishnabotna River near Shenandoah,2025,12,"SHENANDOAH, IA US",1,0.23,39.61290323,4.6,Safe,0.2,4.8,Safe,40.7856731,-95.3848908,MOP,TRUE,MOA
769,East Nodaway River near Clarinda,2022,1,"CLARINDA, IA US",1,0.8,31.41935484,2.8,Safe,-1,1.8,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
770,East Nodaway River near Clarinda,2022,2,"CLARINDA, IA US",1,0.2,40.71428571,1.8,Safe,-0.83,0.97,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
771,East Nodaway River near Clarinda,2022,3,"CLARINDA, IA US",1,2.22,51.96774194,0.97,Safe,2.13,3.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
772,East Nodaway River near Clarinda,2022,4,"CLARINDA, IA US",1,3.39,61.96551724,3.1,Safe,1.9,5,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
773,East Nodaway River near Clarinda,2022,5,"CLARINDA, IA US",1,4.78,73.06451613,5,Safe,0.5,5.5,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
774,East Nodaway River near Clarinda,2022,6,"CLARINDA, IA US",1,3.32,85.13333333,5.5,Safe,-3.3,2.2,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
775,East Nodaway River near Clarinda,2022,7,"CLARINDA, IA US",1,3.27,86.41935484,2.2,Safe,-2.1,0.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
776,East Nodaway River near Clarinda,2022,8,"CLARINDA, IA US",1,3.57,86.5483871,0.1,Safe,0,0.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
777,East Nodaway River near Clarinda,2022,9,"CLARINDA, IA US",1,1.86,79.9,0.1,Safe,0,0.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
778,East Nodaway River near Clarinda,2022,10,"CLARINDA, IA US",1,0.8,68.29032258,0.1,Safe,0,0.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
779,East Nodaway River near Clarinda,2022,11,"CLARINDA, IA US",1,1.74,50.76666667,0.1,Safe,0,0.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
780,East Nodaway River near Clarinda,2022,12,"CLARINDA, IA US",1,1.57,34.25806452,0.1,Safe,3.6,3.7,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
781,East Nodaway River near Clarinda,2023,1,"CLARINDA, IA US",1,1.61,36.80645161,3.7,Safe,-2.4,1.3,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
782,East Nodaway River near Clarinda,2023,2,"CLARINDA, IA US",1,3.01,41.14285714,1.3,Safe,4.4,5.7,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
783,East Nodaway River near Clarinda,2023,3,"CLARINDA, IA US",1,1.25,46.87096774,5.7,Safe,-4.3,1.4,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
784,East Nodaway River near Clarinda,2023,4,"CLARINDA, IA US",1,2.57,64.93333333,1.4,Safe,1.9,3.3,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
785,East Nodaway River near Clarinda,2023,5,"CLARINDA, IA US",1,2.75,75.38709677,3.3,Safe,0.8,4.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
786,East Nodaway River near Clarinda,2023,6,"CLARINDA, IA US",1,3.45,83.3,4.1,Safe,-0.7,3.4,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
787,East Nodaway River near Clarinda,2023,7,"CLARINDA, IA US",1,3.95,81.58064516,3.4,Safe,0.8,4.2,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
788,East Nodaway River near Clarinda,2023,8,"CLARINDA, IA US",1,3.63,81.48387097,4.2,Safe,-4.1,0.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
789,East Nodaway River near Clarinda,2023,9,"CLARINDA, IA US",1,1.31,80.16666667,0.1,Safe,0,0.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
790,East Nodaway River near Clarinda,2023,10,"CLARINDA, IA US",1,1.61,66.12903226,0.1,Safe,0,0.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
791,East Nodaway River near Clarinda,2023,11,"CLARINDA, IA US",1,0.85,52.66666667,0.1,Safe,0,0.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
792,East Nodaway River near Clarinda,2023,12,"CLARINDA, IA US",1,1.42,44.29032258,0.1,Safe,3.7,3.8,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
793,East Nodaway River near Clarinda,2024,1,"CLARINDA, IA US",1,1.33,26.51612903,3.8,Safe,2.4,6.2,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
794,East Nodaway River near Clarinda,2024,2,"CLARINDA, IA US",1,0.02,53.44827586,6.2,Safe,-5.49,0.71,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
795,East Nodaway River near Clarinda,2024,3,"CLARINDA, IA US",1,2.25,54.77419355,0.71,Safe,4.49,5.2,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
796,East Nodaway River near Clarinda,2024,4,"CLARINDA, IA US",1,4.73,65.33333333,5.2,Safe,1.1,6.3,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
797,East Nodaway River near Clarinda,2024,5,"CLARINDA, IA US",1,9.18,75.90322581,6.3,Safe,1.3,7.6,Warning,40.7274349,-94.9797496,MOP,TRUE,SIDP
798,East Nodaway River near Clarinda,2024,6,"CLARINDA, IA US",1,6.56,85.43333333,7.6,Warning,-0.9,6.7,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
799,East Nodaway River near Clarinda,2024,7,"CLARINDA, IA US",1,1.87,84.48387097,6.7,Safe,-6.45,0.25,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
800,East Nodaway River near Clarinda,2024,8,"CLARINDA, IA US",1,5.92,83.4516129,0.25,Safe,0,0.25,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
801,East Nodaway River near Clarinda,2024,9,"CLARINDA, IA US",1,2.13,81.56666667,0.25,Safe,0,0.25,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
802,East Nodaway River near Clarinda,2024,10,"CLARINDA, IA US",1,1.62,74.67741935,0.25,Safe,0,0.25,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
803,East Nodaway River near Clarinda,2024,11,"CLARINDA, IA US",1,3.34,55.23333333,0.25,Safe,1.85,2.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
804,East Nodaway River near Clarinda,2024,12,"CLARINDA, IA US",1,0.4,41.19354839,2.1,Safe,-1.1,1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
805,East Nodaway River near Clarinda,2025,1,"CLARINDA, IA US",1,0.46,32.96774194,1,Safe,-0.11,0.89,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
806,East Nodaway River near Clarinda,2025,2,"CLARINDA, IA US",1,0.44,32.92857143,0.89,Safe,4.41,5.3,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
807,East Nodaway River near Clarinda,2025,3,"CLARINDA, IA US",1,0.59,61.58064516,5.3,Safe,0.2,5.5,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
808,East Nodaway River near Clarinda,2025,4,"CLARINDA, IA US",1,2.48,66.82758621,5.5,Safe,-3.4,2.1,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
809,East Nodaway River near Clarinda,2025,5,"CLARINDA, IA US",1,2.24,73.4516129,2.1,Safe,0.9,3,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
810,East Nodaway River near Clarinda,2025,6,"CLARINDA, IA US",1,6.44,84.14285714,3,Safe,3.5,6.5,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
811,East Nodaway River near Clarinda,2025,7,"CLARINDA, IA US",1,3.67,85.70967742,6.5,Safe,-4.6,1.9,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
812,East Nodaway River near Clarinda,2025,8,"CLARINDA, IA US",1,1.57,83.25925926,1.9,Safe,-1.65,0.25,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
813,East Nodaway River near Clarinda,2025,9,"CLARINDA, IA US",1,2.74,80.3,0.25,Safe,0,0.25,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
814,East Nodaway River near Clarinda,2025,10,"CLARINDA, IA US",1,2.6,72.67857143,0.25,Safe,0,0.25,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
815,East Nodaway River near Clarinda,2025,11,"CLARINDA, IA US",1,0.8,55.15384615,0.25,Safe,0,0.25,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
816,East Nodaway River near Clarinda,2025,12,"CLARINDA, IA US",1,0.18,41.4516129,0.25,Safe,3.15,3.4,Safe,40.7274349,-94.9797496,MOP,TRUE,SIDP
817,English River at Riverside,2022,1,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,0.42,26.80645161,4.8,Safe,-1.9,2.9,Safe,41.4755348,-91.5803518,IS,TRUE,IS
818,English River at Riverside,2022,2,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,0.49,35.46428571,2.9,Safe,0.7,3.6,Safe,41.4755348,-91.5803518,IS,TRUE,IS
819,English River at Riverside,2022,3,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.45,48.80645161,3.6,Safe,3.4,7,Safe,41.4755348,-91.5803518,IS,TRUE,IS
820,English River at Riverside,2022,4,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,3.44,57.53333333,7,Safe,1.1,8.1,Warning,41.4755348,-91.5803518,IS,TRUE,IS
821,English River at Riverside,2022,5,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.41,75.09677419,8.1,Warning,7.9,16,Alert,41.4755348,-91.5803518,IS,TRUE,IS
822,English River at Riverside,2022,6,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,4.18,85.63333333,16,Alert,-12.6,3.4,Safe,41.4755348,-91.5803518,IS,TRUE,IS
823,English River at Riverside,2022,7,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,3.78,85.80645161,3.4,Safe,-3.3,0.1,Safe,41.4755348,-91.5803518,IS,TRUE,IS
824,English River at Riverside,2022,8,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2,84.41935484,0.1,Safe,0,0.1,Safe,41.4755348,-91.5803518,IS,TRUE,IS
825,English River at Riverside,2022,9,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.93,78.7,0.1,Safe,0,0.1,Safe,41.4755348,-91.5803518,IS,TRUE,IS
826,English River at Riverside,2022,10,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,0.82,66.19354839,0.1,Safe,0.17,0.27,Safe,41.4755348,-91.5803518,IS,TRUE,IS
827,English River at Riverside,2022,11,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,4.02,50.6,0.27,Safe,0.07,0.34,Safe,41.4755348,-91.5803518,IS,TRUE,IS
828,English River at Riverside,2022,12,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.33,34.61290323,0.34,Safe,2.46,2.8,Safe,41.4755348,-91.5803518,IS,TRUE,IS
829,English River at Riverside,2023,1,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.56,34.41935484,2.8,Safe,-1.3,1.5,Safe,41.4755348,-91.5803518,IS,TRUE,IS
830,English River at Riverside,2023,2,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,3.73,41,1.5,Safe,6.4,7.9,Warning,41.4755348,-91.5803518,IS,TRUE,IS
831,English River at Riverside,2023,3,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.58,47.5483871,7.9,Warning,-2.1,5.8,Safe,41.4755348,-91.5803518,IS,TRUE,IS
832,English River at Riverside,2023,4,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.48,65.06666667,5.8,Safe,-2.1,3.7,Safe,41.4755348,-91.5803518,IS,TRUE,IS
833,English River at Riverside,2023,5,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.57,77.58064516,3.7,Safe,-0.7,3,Safe,41.4755348,-91.5803518,IS,TRUE,IS
834,English River at Riverside,2023,6,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.39,85.4,3,Safe,-2.19,0.81,Safe,41.4755348,-91.5803518,IS,TRUE,IS
835,English River at Riverside,2023,7,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.24,86.41935484,0.81,Safe,-0.69,0.12,Safe,41.4755348,-91.5803518,IS,TRUE,IS
836,English River at Riverside,2023,8,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.11,85.41935484,0.12,Safe,-0.02,0.1,Safe,41.4755348,-91.5803518,IS,TRUE,IS
837,English River at Riverside,2023,9,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.45,81.33333333,0.1,Safe,0,0.1,Safe,41.4755348,-91.5803518,IS,TRUE,IS
838,English River at Riverside,2023,10,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.47,64.87096774,0.1,Safe,0,0.1,Safe,41.4755348,-91.5803518,IS,TRUE,IS
839,English River at Riverside,2023,11,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,0.43,52.1,0.1,Safe,0,0.1,Safe,41.4755348,-91.5803518,IS,TRUE,IS
840,English River at Riverside,2023,12,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.01,43.96774194,0.1,Safe,0.03,0.13,Safe,41.4755348,-91.5803518,IS,TRUE,IS
841,English River at Riverside,2024,1,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.83,28.70967742,0.13,Safe,8.37,8.5,Warning,41.4755348,-91.5803518,IS,TRUE,IS
842,English River at Riverside,2024,2,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,0.15,51.51724138,8.5,Warning,-8.31,0.19,Safe,41.4755348,-91.5803518,IS,TRUE,IS
843,English River at Riverside,2024,3,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.48,55.32258065,0.19,Safe,9.41,9.6,Warning,41.4755348,-91.5803518,IS,TRUE,IS
844,English River at Riverside,2024,4,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,5.3,63.83333333,9.6,Warning,2.4,12,Alert,41.4755348,-91.5803518,IS,TRUE,IS
845,English River at Riverside,2024,5,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,5.65,76.22580645,12,Alert,0,12,Alert,41.4755348,-91.5803518,IS,TRUE,IS
846,English River at Riverside,2024,6,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,5.09,84.73333333,12,Alert,-2.2,9.8,Warning,41.4755348,-91.5803518,IS,TRUE,IS
847,English River at Riverside,2024,7,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,7.08,83.22580645,9.8,Warning,-8.2,1.6,Safe,41.4755348,-91.5803518,IS,TRUE,IS
848,English River at Riverside,2024,8,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,4.29,83.48387097,1.6,Safe,-1.35,0.25,Safe,41.4755348,-91.5803518,IS,TRUE,IS
849,English River at Riverside,2024,9,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,0.03,81.53333333,0.25,Safe,0,0.25,Safe,41.4755348,-91.5803518,IS,TRUE,IS
850,English River at Riverside,2024,10,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.05,72.03225806,0.25,Safe,6.25,6.5,Safe,41.4755348,-91.5803518,IS,TRUE,IS
851,English River at Riverside,2024,11,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.4,51.13333333,6.5,Safe,0.2,6.7,Safe,41.4755348,-91.5803518,IS,TRUE,IS
852,English River at Riverside,2024,12,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.84,38.32258065,6.7,Safe,6.3,13,Alert,41.4755348,-91.5803518,IS,TRUE,IS
853,English River at Riverside,2025,1,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,0.65,31.29032258,13,Alert,-8.2,4.8,Safe,41.4755348,-91.5803518,IS,TRUE,IS
854,English River at Riverside,2025,2,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,0.5,33.75,4.8,Safe,3.6,8.4,Warning,41.4755348,-91.5803518,IS,TRUE,IS
855,English River at Riverside,2025,3,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.54,58.67741935,8.4,Warning,-1.2,7.2,Safe,41.4755348,-91.5803518,IS,TRUE,IS
856,English River at Riverside,2025,4,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,3.22,64.2,7.2,Safe,0.5,7.7,Warning,41.4755348,-91.5803518,IS,TRUE,IS
857,English River at Riverside,2025,5,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.96,73.96774194,7.7,Warning,1.1,8.8,Warning,41.4755348,-91.5803518,IS,TRUE,IS
858,English River at Riverside,2025,6,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,2.15,85,8.8,Warning,-0.7,8.1,Warning,41.4755348,-91.5803518,IS,TRUE,IS
859,English River at Riverside,2025,7,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,7.84,86.48387097,8.1,Warning,-2.5,5.6,Safe,41.4755348,-91.5803518,IS,TRUE,IS
860,English River at Riverside,2025,8,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.64,82.77419355,5.6,Safe,-4,1.6,Safe,41.4755348,-91.5803518,IS,TRUE,IS
861,English River at Riverside,2025,9,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.16,82.3,1.6,Safe,-1.17,0.43,Safe,41.4755348,-91.5803518,IS,TRUE,IS
862,English River at Riverside,2025,10,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.24,69.96774194,0.43,Safe,-0.18,0.25,Safe,41.4755348,-91.5803518,IS,TRUE,IS
863,English River at Riverside,2025,11,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.51,51.36666667,0.25,Safe,0.57,0.82,Safe,41.4755348,-91.5803518,IS,TRUE,IS
864,English River at Riverside,2025,12,"IOWA CITY MUNICIPAL AIRPORT, IA US",1,1.13,33.74193548,0.82,Safe,3.48,4.3,Safe,41.4755348,-91.5803518,IS,TRUE,IS
865,Floyd River near James,2022,1,"SIOUX CITY ANG, IA US",1,0.05,32.74193548,7.1,Safe,-0.5,6.6,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
866,Floyd River near James,2022,2,"SIOUX CITY ANG, IA US",1,0.03,36.67857143,6.6,Safe,-2,4.6,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
867,Floyd River near James,2022,3,"SIOUX CITY ANG, IA US",1,1.79,49.25806452,4.6,Safe,-1.4,3.2,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
868,Floyd River near James,2022,4,"SIOUX CITY ANG, IA US",1,1.36,58.73333333,3.2,Safe,-1,2.2,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
869,Floyd River near James,2022,5,"SIOUX CITY ANG, IA US",1,2.55,71.64516129,2.2,Safe,2.1,4.3,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
870,Floyd River near James,2022,6,"SIOUX CITY ANG, IA US",1,0.98,85.16666667,4.3,Safe,-4.2,0.1,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
871,Floyd River near James,2022,7,"SIOUX CITY ANG, IA US",1,1.86,88.35483871,0.1,Safe,0,0.1,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
872,Floyd River near James,2022,8,"SIOUX CITY ANG, IA US",1,2.91,86.29032258,0.1,Safe,2.2,2.3,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
873,Floyd River near James,2022,9,"SIOUX CITY ANG, IA US",1,0.78,81.46666667,2.3,Safe,-0.8,1.5,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
874,Floyd River near James,2022,10,"SIOUX CITY ANG, IA US",1,0.49,66.12903226,1.5,Safe,-0.5,1,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
875,Floyd River near James,2022,11,"SIOUX CITY ANG, IA US",1,0.76,47.36666667,1,Safe,1.6,2.6,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
876,Floyd River near James,2022,12,"SIOUX CITY ANG, IA US",1,1.42,27.67741935,2.6,Safe,1.8,4.4,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
877,Floyd River near James,2023,1,"SIOUX CITY ANG, IA US",1,1.51,29.51612903,4.4,Safe,-0.9,3.5,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
878,Floyd River near James,2023,2,"SIOUX CITY ANG, IA US",1,1.19,33.71428571,3.5,Safe,-1.1,2.4,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
879,Floyd River near James,2023,3,"SIOUX CITY ANG, IA US",1,1.03,40.58064516,2.4,Safe,3.8,6.2,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
880,Floyd River near James,2023,4,"SIOUX CITY ANG, IA US",1,1.24,61.56666667,6.2,Safe,-4.8,1.4,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
881,Floyd River near James,2023,5,"SIOUX CITY ANG, IA US",1,3.93,76.29032258,1.4,Safe,3.8,5.2,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
882,Floyd River near James,2023,6,"SIOUX CITY ANG, IA US",1,2.4,85.63333333,5.2,Safe,-2.2,3,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
883,Floyd River near James,2023,7,"SIOUX CITY ANG, IA US",1,2.86,83.96774194,3,Safe,0.6,3.6,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
884,Floyd River near James,2023,8,"SIOUX CITY ANG, IA US",1,2.9,86.25806452,3.6,Safe,-1,2.6,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
885,Floyd River near James,2023,9,"SIOUX CITY ANG, IA US",1,4.03,81.2,2.6,Safe,-0.3,2.3,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
886,Floyd River near James,2023,10,"SIOUX CITY ANG, IA US",1,4.5,63.67741935,2.3,Safe,2.7,5,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
887,Floyd River near James,2023,11,"SIOUX CITY ANG, IA US",1,0.09,52.76666667,5,Safe,0,5,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
888,Floyd River near James,2023,12,"SIOUX CITY ANG, IA US",1,1.27,41.83870968,5,Safe,4.4,9.4,Warning,42.57637,-96.31233,NWIP,TRUE,MOA
889,Floyd River near James,2024,1,"SIOUX CITY ANG, IA US",1,1.1,23.5483871,9.4,Warning,-1.6,7.8,Warning,42.57637,-96.31233,NWIP,TRUE,MOA
890,Floyd River near James,2024,2,"SIOUX CITY ANG, IA US",1,0.36,47.86206897,7.8,Warning,-1.1,6.7,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
891,Floyd River near James,2024,3,"SIOUX CITY ANG, IA US",1,2.71,52,6.7,Safe,2.1,8.8,Warning,42.57637,-96.31233,NWIP,TRUE,MOA
892,Floyd River near James,2024,4,"SIOUX CITY ANG, IA US",1,4.22,62.6,8.8,Warning,9.2,18,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
893,Floyd River near James,2024,5,"SIOUX CITY ANG, IA US",1,5.81,73.61290323,18,Alert,3,21,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
894,Floyd River near James,2024,6,"SIOUX CITY ANG, IA US",1,3.76,83.63333333,21,Alert,-3,18,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
895,Floyd River near James,2024,7,"SIOUX CITY ANG, IA US",1,7.63,83.41935484,18,Alert,-9,9,Warning,42.57637,-96.31233,NWIP,TRUE,MOA
896,Floyd River near James,2024,8,"SIOUX CITY ANG, IA US",1,2.4,82.06451613,9,Warning,-4.2,4.8,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
897,Floyd River near James,2024,9,"SIOUX CITY ANG, IA US",1,0.16,82.6,4.8,Safe,-0.6,4.2,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
898,Floyd River near James,2024,10,"SIOUX CITY ANG, IA US",1,0.62,73.16129032,4.2,Safe,0.6,4.8,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
899,Floyd River near James,2024,11,"SIOUX CITY ANG, IA US",1,2.85,49.6,4.8,Safe,3.8,8.6,Warning,42.57637,-96.31233,NWIP,TRUE,MOA
900,Floyd River near James,2024,12,"SIOUX CITY ANG, IA US",1,0.47,37.35483871,8.6,Warning,-0.1,8.5,Warning,42.57637,-96.31233,NWIP,TRUE,MOA
901,Floyd River near James,2025,1,"SIOUX CITY ANG, IA US",1,0.19,30.87096774,8.5,Warning,-1.4,7.1,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
902,Floyd River near James,2025,2,"SIOUX CITY ANG, IA US",1,0.17,30.53571429,7.1,Safe,-0.8,6.3,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
903,Floyd River near James,2025,3,"SIOUX CITY ANG, IA US",1,3.1,56.16129032,6.3,Safe,5.7,12,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
904,Floyd River near James,2025,4,"SIOUX CITY ANG, IA US",1,1.72,62.33333333,12,Alert,-7.9,4.1,Safe,42.57637,-96.31233,NWIP,TRUE,MOA
905,Floyd River near James,2025,5,"SIOUX CITY ANG, IA US",1,2.12,72.61290323,4.1,Safe,9.9,14,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
906,Floyd River near James,2025,6,"SIOUX CITY ANG, IA US",1,4.83,84.73333333,14,Alert,0,14,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
907,Floyd River near James,2025,7,"SIOUX CITY ANG, IA US",1,6.69,85.67741935,14,Alert,2,16,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
908,Floyd River near James,2025,8,"SIOUX CITY ANG, IA US",1,3.82,82.12903226,16,Alert,-4,12,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
909,Floyd River near James,2025,9,"SIOUX CITY ANG, IA US",1,2.11,78.86666667,12,Alert,-2,10,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
910,Floyd River near James,2025,10,"SIOUX CITY ANG, IA US",1,1.22,68.67741935,10,Alert,0,10,Alert,42.57637,-96.31233,NWIP,TRUE,MOA
